Lat,Long,Provider ID,Name,License Type,License Status,Initial License Date ,Capacity,Address,Phone#
41.6340996,-111.8521653,290,"BARRETT, ELLEN T. DBA CHILD CARE CONNECTION",LICENSED FAMILY,REGULATED,1/27/97,16,"HYRUM, UT 84319",(435) 881-1972
40.5984908,-112.0357137,66078,"BARRY, JUNE","ALTERNATIVE CARE, BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,8/20/18,,"WEST JORDAN, UT 84081",(385) 215-6435
37.6774769,-113.0618931,1341,"BARTON, GARNET DBA GARNET BARTON'S DAY CARE",LICENSED FAMILY,REGULATED,2/1/76,8,"CEDAR CITY, UT 84721",(435) 586-4861
40.3916172,-111.8507662,1055,"BARTSCHI, ELAINE",LICENSED FAMILY,REGULATED,1/23/97,8,"LEHI, UT 84043",(801) 766-8412
40.7095135,-111.9641728,57357,"BASTO, ALICIA","DWS APPROVED, FFN",REGULATED,6/16/17,,"WEST VALLEY CITY, UT 84119",(801) 330-9941
38.5691717,-109.5487742,50279,BEACON AFTERSCHOOL PROGRAM - GRAND COUNTY MIDDLE SCHOOL,"DWS APPROVED, EXEMPT SCHOOL AGE PROGRAM",REGULATED,9/7/16,,"239 S 100 E MOAB, UT 84532",(435) 259-2767
38.5807085,-109.5552444,50278,BEACON AFTERSCHOOL PROGRAM - HELEN M KNIGHT ELEMENTARY SCHOOL,"DWS APPROVED, EXEMPT SCHOOL AGE PROGRAM",REGULATED,9/7/16,,"505 N MIVIDA DRIVE MOAB, UT 84532",(435) 259-2767
40.7304436,-111.8204345,28773,BEACON HEIGHTS AFTER SCHOOL PROGRAM,"DWS APPROVED, EXEMPT SCHOOL AGE PROGRAM",REGULATED,6/21/10,,"1850 S 2500 E SALT LAKE CITY, UT 84108",(801) 481-4814
40.6620696,-111.8866683,62314,"BEAGLEY, GERALDA DBA TIA GERALDA'S HOME DAY CARE",LICENSED FAMILY,REGULATED,7/18/18,10,"MURRAY, UT 84107",(385) 216-6665
40.8458036,-111.9343636,59638,"BEAL, ELISA LUCILLE DBA READY TO LEARN",LICENSED FAMILY,REGULATED,11/27/17,16,"NORTH SALT LAKE, UT 84054",(801) 787-3066
40.3882329,-111.7256936,59456,"BEAMES, PAULEEN (NBS)","EXEMPT HOME, NO BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,9/20/17,,"PLEASANT GROVE, UT 84062",(801) 557-3526
40.6527962,-111.9473598,28008,BEAR ESSENTIALS ACADEMY,CENTER,REGULATED,8/6/08,51,"2145 WEST 5400 SOUTH TAYLORSVILLE, UT 84118",(801) 955-6145
40.6397158,-111.9386532,60657,BEAR ESSENTIALS ACADEMY NEXT GENERATION KIDS,CENTER,REGULATED,5/2/18,46,"6141 S REDWOOD RD TAYLORSVILLE, UT 84123",(801) 413-6047
41.7240486,-111.8519446,8093,BEAR RIVER EARLY HEAD START,"EXEMPT CENTER, BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,11/16/99,,"670 W 400 S LOGAN, UT 84321",(435) 755-9180
41.7554091,-111.8283522,57336,BEAR RIVER EARLY HEAD START NORTH,"EXEMPT CENTER, BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,3/15/17,,"1300 N 200 E LOGAN, UT 84321",(435) 755-0081
41.4933755,-112.0123793,45797,BEAR RIVER HEAD START - BRIGHAM CITY (NBS),"EXEMPT CENTER, NO BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,10/5/15,,"235 E 850 S BRIGHAM CITY, UT 84302",(435) 755-0081
41.8148933,-112.1176286,45794,BEAR RIVER HEAD START - FIELDING (NBS),"EXEMPT CENTER, NO BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,10/5/15,,"50 W MAIN ST FIELDING, UT 84311",(435) 755-0081
41.6324961,-111.8575183,45816,BEAR RIVER HEAD START - HYRUM (NBS),"EXEMPT CENTER, NO BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,10/5/15,,"80 W 100 S HYRUM, UT 84319",(435) 755-0081
41.7164996,-111.8373889,45798,BEAR RIVER HEAD START - LOGAN (NBS),"EXEMPT CENTER, NO BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,10/5/15,,"852 S 100 W LOGAN, UT 84321",(435) 755-0081
41.4650252,-112.0360103,45799,BEAR RIVER HEAD START - PERRY (NBS),"EXEMPT CENTER, NO BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,10/5/15,,"2515 S 900 W PERRY, UT 84302",(435) 755-0081
41.9216265,-111.8118873,45795,BEAR RIVER HEAD START - RICHMOND (NBS),"EXEMPT CENTER, NO BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,10/5/15,,"90 S 100 W RICHMOND, UT 84333",(435) 755-0081
41.79443,-111.8092156,45776,BEAR RIVER HEAD START - SMITHFIELD (NBS),"EXEMPT CENTER, NO BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,10/2/15,,"225 S 425 E SMITHFIELD, UT 84335",(435) 755-0081
41.969433,-112.7097191,53515,BEAR RIVER HEAD START - SNOWVILLE,"EXEMPT CENTER, NO BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,9/16/16,,"160 N STONE RD SNOWVILLE, UT 84336",(435) 755-0081
40.569948,-111.8628205,51454,"BECERRA, ARIADNA DBA ARIADNA DAYCARE LLC",LICENSED FAMILY,REGULATED,6/21/16,16,"SANDY, UT 84094",(801) 856-2214
41.1859156,-111.8926303,52396,"BECK, KIMBERLY",RESIDENTIAL CERTIFICATE,REGULATED,11/4/16,8,"OGDEN, UT 84403",(801) 953-7966
41.5228536,-112.0714835,9975,"BECKSTEAD, KIMBERLY DBA KIM'S KID CARE",LICENSED FAMILY,REGULATED,11/15/00,8,"BRIGHAM CITY, UT 84302",(435) 720-3954
39.227191,-111.0535024,56454,"BECKSTEAD, MICHELLE","DWS APPROVED, FFN",REGULATED,3/16/17,,"ORANGEVILLE, UT 84537",(435) 749-5536
41.1220043,-112.0457274,37076,BEEHIVE DAY CARE,CENTER,REGULATED,4/1/15,84,"573 NORTH 1000 WEST CLEARFIELD, UT 84015",(801) 820-5354
37.099879,-113.538886,28804,BEEHIVE LEARNING ACADEMY,CENTER,REGULATED,7/28/10,53,"446 SOUTH MALL DRIVE B-9, 10 & 11 SAINT GEORGE, UT 84790",(435) 986-0505
40.5785082,-111.868045,59357,BEEHIVE SCIENCE AND TECHNOLOGY ACADEMY,"DWS APPROVED, EXEMPT SCHOOL AGE PROGRAM",REGULATED,3/1/18,,"830 E 9400 S SANDY, UT 84094",(801) 576-0070
40.810506,-111.8449346,1611,"BEGLARIAN, ANN DBA ANN'S DAY CARE",LICENSED FAMILY,REGULATED,6/2/88,8,"SALT LAKE CITY, UT 84103",(801) 364-0924
40.7095135,-111.9641728,12572,"BEGUM, NAZIA",RESIDENTIAL CERTIFICATE,REGULATED,2/4/02,8,"WEST VALLEY, UT 84119",(801) 906-9417
40.667362,-111.924964,52318,"BEHUNIN, REBECCA DBA EARLY SCHOLARS LLC (NBS)","EXEMPT HOME, NO BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,8/2/16,,"4703 S 1175 W TAYLORSVILLE, UT 84123",(801) 674-9120
38.2903688,-112.6300496,52854,BELKNAP ELEMENTARY,"DWS APPROVED, EXEMPT SCHOOL AGE PROGRAM",REGULATED,10/21/16,,"510 N 650 E BEAVER, UT 84713",(435) 421-1672
40.574187,-111.868961,54394,BELL VIEW/EDGEMONT AFTER SCHOOL PROGRAM,"EXEMPT SCHOOL AGE PROGRAM, BACKGROUND CHECKS BY CCL",REGULATED,10/26/16,,"9800 S 800 E SANDY, UT 84094",(801) 826-5148
37.0441957,-113.5490415,15231,"BENALLY, GAYLE",RESIDENTIAL CERTIFICATE,REGULATED,4/20/04,8,"SAINT GEORGE, UT 84790",(435) 688-8033
40.0530105,-111.673536,57859,"BENCH, RANEE","DWS APPROVED, FFN",REGULATED,6/2/17,,"SALEM, UT 84653",(801) 423-3153
41.176494,-112.0357137,33755,"BENDIGO, BRITTANY DBA TONS OF FUN LEARNING AND CARING",LICENSED FAMILY,REGULATED,11/15/12,16,"ROY, UT 84067",(801) 888-9005
41.0709042,-111.9880199,63314,"BENITEZ, MARIA","ALTERNATIVE CARE, BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,5/17/18,,"LAYTON, UT 84041",(385) 231-9703
40.759466,-111.866487,28774,BENNION AFTER SCHOOL PROGRAM,"DWS APPROVED, EXEMPT SCHOOL AGE PROGRAM",REGULATED,6/21/10,,"429 S 800 E SALT LAKE CITY, UT 84102",(801) 578-8108
40.6383528,-111.970576,27888,BENNION LEARNING CENTER,CENTER,REGULATED,7/18/08,131,"3337 WEST 6200 SOUTH TAYLORSVILLE, UT 84129",(801) 965-1216
40.2305603,-111.6460901,52519,"BENNION, KANDIS (NBS)","EXEMPT CENTER, NO BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,8/18/16,,"255 S 700 E PROVO, UT 84606",(801) 836-8801
37.2051385,-113.2721584,13831,"BENSON, DIANA DBA SMART START CHILD CARE LLC",LICENSED FAMILY,REGULATED,3/20/03,16,"LA VERKIN, UT 84745",(435) 668-4757
40.6777307,-111.9477777,8891,"BENTON, JULIE DBA MAGICAL PRESCHOOL / DAYCARE LLC",LICENSED FAMILY,REGULATED,5/1/01,12,"TAYLORSVILLE, UT 84129",(801) 979-1454
40.5623204,-111.9386203,46074,"BERENSEN, KAYLEEN DBA BERENSEN AND ASSOCIATES, LLC",LICENSED FAMILY,REGULATED,2/24/16,8,"SOUTH JORDAN, UT 84095",(801) 860-5688
41.1918886,-111.9713304,2795,"BERGEN, JUDY",LICENSED FAMILY,REGULATED,1/4/96,8,"SOUTH OGDEN, UT 84403",(801) 388-6544
40.3150359,-111.7018452,42915,"BERMUDEZ, FABIOLA DBA ROSA'S DAY CARE",LICENSED FAMILY,REGULATED,6/25/15,16,"OREM, UT 84057",(801) 471-7647
40.3150359,-111.7018452,50257,"BERMUDEZ, PERLA","DWS APPROVED, FFN",REGULATED,10/26/17,,"OREM, UT 84057",(801) 709-9921
41.176494,-112.0357137,57962,"BERRETT, IRIS DBA ALL STARS ACADEMY",LICENSED FAMILY,REGULATED,11/1/17,8,"ROY, UT 84067",(801) 791-6406
41.7541738,-111.8291822,427,BEST FRIENDS CHILD DEVELOPMENT CENTER,CENTER,REGULATED,8/16/93,81,"410 EAST 1250 NORTH LOGAN, UT 84341",(435) 716-5780
41.7369803,-111.8338359,40979,"BICE, CHRISTINE DBA CHRIS BICE'S DAYCARE",LICENSED FAMILY,REGULATED,3/5/15,16,"LOGAN, UT 84321",(801) 845-8471
40.5622844,-111.9444467,46094,BINGHAM HIGH SCHOOL CHILDCARE,"EXEMPT CENTER, BACKGROUND CHECKS BY CCL",REGULATED,10/19/15,,"2106 W 10400 S SOUTH JORDAN, UT 84095",(801) 256-5100
40.0443989,-111.7321518,13260,"BINGHAM, JULIE",LICENSED FAMILY,REGULATED,10/12/10,16,"PAYSON, UT 84651",(801) 658-5155
40.7613358,-111.8474726,10826,BIOKIDS,CENTER,REGULATED,2/14/01,32,"290 SOUTH 1500 EAST #115 SALT LAKE CITY, UT 84112",(801) 585-0528
40.2894035,-109.9432035,60374,"BIRD, RACHEL LYN","DWS APPROVED, FFN",REGULATED,2/15/18,,"BALLARD, UT 84066",(435) 299-0990
40.5749102,-111.8866683,2360,"BISHOP, KATHY",LICENSED FAMILY,REGULATED,4/13/93,8,"SANDY, UT 84070",(801) 898-3955
40.5623204,-111.9386203,1599,"BISHOP, TAWNI DBA PLAYPALS DAYCARE, LLC",LICENSED FAMILY,REGULATED,6/2/96,16,"SOUTH JORDAN, UT 84095",(801) 699-9636
37.0441957,-113.5490415,1399,"BISHOP, TELINA DBA KID ZONE PRESCHOOL",LICENSED FAMILY,REGULATED,11/9/94,8,"SAINT GEORGE, UT 84790",(435) 773-3081
40.7221402,-111.5405399,27504,BLACK DIAMOND GYMNASTICS & SPORTS CENTER AFTER SCHOOL PROGRAM,"EXEMPT SCHOOL AGE PROGRAM, NO BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,9/24/07,,"1570 NEWPARK BLVD PARK CITY, UT 84098",(435) 615-1800
40.7221402,-111.5405399,53659,BLACK DIAMOND GYMNASTICS & SPORTS CENTER PRE-SCHOOL,"EXEMPT CENTER, NO BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,9/29/16,,"1570 NEWPARK BLVD PARK CITY, UT 84098",(435) 615-1800
40.5463366,-112.0024586,30455,BLACK DIAMOND SPORTS CENTER,OUT OF SCHOOL TIME PROGRAM,REGULATED,4/18/12,44,"11274 KESTREL RISE ROAD SOUTH JORDAN, UT 84095",(801) 790-1800
40.3032488,-111.6750157,28106,"BLACKHURST, KELLIE RAE",LICENSED FAMILY,REGULATED,9/3/09,8,"OREM, UT 84097",(801) 802-8880
40.6609843,-111.9164779,14996,"BLACKWELL, AMY DBA MISS AMY'S DAY CARE",LICENSED FAMILY,REGULATED,1/29/04,12,"MURRAY, UT 84123",(801) 205-9658
37.6209983,-109.4806909,53015,BLANDING ELEMENTARY SCHOOL,"DWS APPROVED, EXEMPT SCHOOL AGE PROGRAM",REGULATED,8/31/16,,"302 S 100 W BLANDING, UT 84511",(435) 678-1288
37.6208045,-109.4784105,59279,BLANDING LIBRARY (NBS),"EXEMPT CENTER, NO BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,8/22/17,,"25 W 300 S BLANDING, UT 84511",(801) 887-1251
40.6777307,-111.9477777,65679,"BLOOMFIELD, MAKELETA","ALTERNATIVE CARE, BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,8/1/18,,"TAYLORSVILLE, UT 84129",(801) 201-9712
40.5252842,-111.9848062,36754,BLOOMING MINDS MONTESSORI SCHOOL,CENTER,REGULATED,12/11/13,70,"12447 SOUTH CROSSING DRIVE, SUITE 4 RIVERTON, UT 84096",(801) 556-1006
37.2840308,-109.5513836,53023,BLUFF ELEMENTARY SCHOOL,"DWS APPROVED, EXEMPT SCHOOL AGE PROGRAM",REGULATED,8/31/16,,"OLD HIGHWAY 191 BLUFF, UT 84512",(435) 678-1288
41.4091053,-112.0360557,33534,"BODRERO, SANDRA DBA COUNTRY GRANDMA'S DAYCARE & PRESCHOOL",LICENSED FAMILY,REGULATED,2/11/13,16,"WILLARD, UT 84340",(435) 740-9997
40.5141147,-112.0329938,52441,"BONILLA DE SANCHEZ, CATTY DBA LITTLE TREASURES, LLC",LICENSED FAMILY,REGULATED,1/6/17,16,"HERRIMAN, UT 84096",(385) 628-7708
40.744249,-111.835284,28775,BONNEVILLE AFTER SCHOOL PROGRAM,"DWS APPROVED, EXEMPT SCHOOL AGE PROGRAM",REGULATED,6/21/10,,"1145 S 1900 E SALT LAKE CITY, UT 84108",(801) 584-2913
38.5733155,-109.5498395,16655,"BOOK, ANGELA DBA STAR LIGHT DAYCARE",LICENSED FAMILY,REGULATED,9/6/05,16,"MOAB, UT 84532",(707) 980-3082
40.6999925,-112.0118669,6565,"BORRALLO, MERCEDES",LICENSED FAMILY,REGULATED,5/7/99,8,"WEST VALLEY, UT 84120",(801) 865-5458
41.7369803,-111.8338359,14493,"BORREGO, EVELYN DBA EVELYN'S DAYCARE",LICENSED FAMILY,REGULATED,8/13/03,8,"LOGAN, UT 84321",(435) 232-5685
40.3768954,-111.7957645,704,"BOWERS, SHIRILEE",LICENSED FAMILY,REGULATED,10/1/93,16,"AMERICAN FORK, UT 84003",(801) 756-0189
41.6340996,-111.8521653,62154,"BOWLES, INA B","DWS APPROVED, FFN",REGULATED,4/26/18,,"HYRUM, UT 84319",(435) 770-3931
40.9698029,-111.9164779,28198,"BOWMAN, ANEL N DBA PILLAR OF LIGHT CHILD CARE",LICENSED FAMILY,REGULATED,3/30/09,16,"FARMINGTON, UT 84025",(801) 703-6932
39.2682951,-111.6368627,49094,"BOWN, VICTORIA",LICENSED FAMILY,REGULATED,2/28/17,16,"MANTI, UT 84642",(435) 609-3205
40.6112959,-111.8985922,65258,"BOWTHORPE, HEATHER","ALTERNATIVE CARE, BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,7/11/18,,"SOUTH JORDAN, UT 84047",(385) 441-2971
39.597751,-110.810666,38400,BOYS & GIRLS CLUB OF CARBON COUNTY,"DWS APPROVED, EXEMPT SCHOOL AGE PROGRAM",REGULATED,10/31/16,,"30 E 200 S PRICE, UT 84501",(435) 637-6066
41.7266395,-112.1625649,63635,BOYS & GIRLS CLUB OF GARLAND,"DWS APPROVED, EXEMPT SCHOOL AGE PROGRAM",REGULATED,6/4/18,,"1386 S MAIN ST GARLAND, UT 84312",(435) 730-1238
41.515766,-112.0048805,52934,BOYS & GIRLS CLUB OF NORTHERN UTAH,"DWS APPROVED, EXEMPT SCHOOL AGE PROGRAM",REGULATED,12/27/16,,"641 E 200 N BRIGHAM CITY, UT 84302",(435) 723-6224
40.258446,-111.676393,59325,BOYS & GIRLS CLUB OF UTAH COUNTY - DIXON MIDDLE SCHOOL,"REGISTERED TEEN PROGRAM, NO BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,8/28/17,,"1841 N 1120 W PROVO, UT 84604",(801) 371-4247
40.258446,-111.676393,59324,BOYS & GIRLS CLUB OF UTAH COUNTY - MERIT ACADEMY (NBS),"REGISTERED TEEN PROGRAM, NO BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,8/28/17,,"1841 N 1120 W PROVO, UT 84604",(801) 371-4247
40.0367187,-111.7478676,59326,BOYS & GIRLS CLUB OF UTAH COUNTY - MOUNT NEBO JUNIOR HIGH,"REGISTERED TEEN PROGRAM, NO BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,8/28/17,,"851 W 450 S PAYSON, UT 84651",(801) 371-4247
40.3070744,-111.6871297,59329,BOYS & GIRLS CLUB OF UTAH COUNTY - SHARON ELEMENTARY,"DWS APPROVED, EXEMPT SCHOOL AGE PROGRAM",REGULATED,8/28/17,,"525 N 400 E OREM, UT 84097",(801) 371-4247
40.2399104,-111.6682151,59328,BOYS & GIRLS CLUB OF UTAH COUNTY - TIMPANOGOS ELEMENTARY,"DWS APPROVED, EXEMPT SCHOOL AGE PROGRAM",REGULATED,8/28/17,,"449 N 500 W PROVO, UT 84601",(801) 371-4247
40.289378,-111.6575951,59327,BOYS & GIRLS CLUB OF UTAH COUNTY - WALDEN TEEN,"REGISTERED TEEN PROGRAM, NO BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,8/28/17,,"4230 N UNIVERSITY AVE PROVO, UT 84604",(801) 371-4247
40.2291062,-111.6699957,46495,BOYS & GIRLS CLUBS OF UTAH COUNTY - FRANKLIN ELEMENTARY,"DWS APPROVED, EXEMPT SCHOOL AGE PROGRAM",REGULATED,11/3/15,,"350 S 600 W PROVO, UT 84601",(801) 371-6247
40.3041909,-111.7110445,48216,BOYS & GIRLS CLUBS OF UTAH COUNTY - GENEVA ELEMENTARY,"DWS APPROVED, EXEMPT SCHOOL AGE PROGRAM",REGULATED,2/2/16,,"655 W 400 N OREM, UT 84057",(801) 371-4247
41.2612139,-111.9506281,50795,BOYS & GIRLS CLUBS OF WEBER-DAVIS - HILLCREST ELEMENTARY,"DWS APPROVED, EXEMPT SCHOOL AGE PROGRAM",REGULATED,10/24/16,,"130 N ECCLES AVE OGDEN, UT 84404",(801) 391-0407
41.227771,-111.9626139,52266,BOYS & GIRLS CLUBS OF WEBER-DAVIS - NEW BRIDGE ELEMENTARY SCHOOL,"DWS APPROVED, EXEMPT SCHOOL AGE PROGRAM",REGULATED,7/27/16,,"2150 JEFFERSON AVE OGDEN, UT 84401",(801) 391-0407
41.2042488,-111.9722771,52265,BOYS & GIRLS CLUBS OF WEBER-DAVIS - ODYSSEY ELEMENTARY,"DWS APPROVED, EXEMPT SCHOOL AGE PROGRAM",REGULATED,10/24/16,,"375 GODDARD ST OGDEN, UT 84401",(801) 391-0407
41.2140283,-111.968683,52497,BOYS & GIRLS CLUBS OF WEBER-DAVIS - OGDEN TEEN CLUB (NBS),"REGISTERED TEEN PROGRAM, NO BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,8/17/16,,"455 28TH ST OGDEN, UT 84401",(801) 627-2071
41.1917497,-112.0972859,52267,BOYS & GIRLS CLUBS OF WEBER-DAVIS - QUEST ACADEMY,"DWS APPROVED, EXEMPT SCHOOL AGE PROGRAM",REGULATED,7/27/16,,"4862 W 4000 S WEST HAVEN, UT 84401",(801) 627-2071
41.1721648,-112.026582,52496,BOYS & GIRLS CLUBS OF WEBER-DAVIS - ROY TEEN CLUB (NBS),"REGISTERED TEEN PROGRAM, NO BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,8/17/16,,"5051 S 1900 W ROY, UT 84067",(801) 627-2071
41.1721648,-112.026582,52495,BOYS & GIRLS CLUBS OF WEBER-DAVIS - ROY YOUTH CLUB,"DWS APPROVED, EXEMPT SCHOOL AGE PROGRAM",REGULATED,10/24/16,,"5051 S 1900 W ROY, UT 84067",(801) 391-0407
40.7224043,-111.8632863,3847,BOYS AND GIRLS CLUB OF GSL SUGARHOUSE,CENTER,REGULATED,2/1/93,145,"968 EAST SUGARMONT DRIVE SALT LAKE CITY, UT 84106",(801) 484-0841
40.6610718,-111.8854107,3679,BOYS AND GIRLS CLUB OF SOUTH VALLEY,CENTER,REGULATED,2/25/87,146,"244 EAST MYRTLE AVENUE MURRAY, UT 84107",(801) 284-4257
41.4091053,-112.0360557,14057,"BRAEGGER, TAMMY",LICENSED FAMILY,REGULATED,6/4/03,16,"WILLARD, UT 84340",(435) 734-9223
40.0443989,-111.7321518,59429,"BRAITHWAITE, KIM DBA KIDDIE CITY",LICENSED FAMILY,REGULATED,2/23/18,14,"PAYSON, UT 84651",(801) 850-1037
41.0884635,-112.0144286,28833,BRAVO ARTS ACADEMY - CLEARFIELD,CENTER,REGULATED,8/18/10,215,"620 E 1700 S CLEARFIELD, UT 84015",(801) 621-6683
41.17016,-112.015956,42683,BRAVO ARTS ACADEMY - RIVERDALE,CENTER,REGULATED,8/11/15,303,"5165 S 1500 W RIVERDALE, UT 84405",(801) 621-6683
40.1652335,-111.6107526,36797,"BRAVO, PATRICIA DBA PATY'S DAY CARE",LICENSED FAMILY,REGULATED,12/20/13,16,"SPRINGVILLE, UT 84663",(385) 207-6318
41.7551455,-111.8452847,28691,BRIDGER ELEMENTARY SCHOOL,"DWS APPROVED, EXEMPT SCHOOL AGE PROGRAM",REGULATED,3/22/10,,"1261 N 400 W LOGAN, UT 84321",(435) 755-2345
37.134068,-113.652046,62234,"BRIGHT & MORNING STAR DAYCARE, LLC",CENTER,REGULATED,5/9/18,15,"475 E TABERNACLE ST SAINT GEORGE, UT 84770",(435) 879-1163
41.1758696,-112.0706219,3666,BRIGHT BASICS LLC,CENTER,REGULATED,9/3/85,99,"3755 WEST 4800 SOUTH ROY, UT 84067",(801) 985-4511
40.3907848,-111.8577435,36855,BRIGHT BEGINNINGS,CENTER,REGULATED,3/12/14,128,"289 N 500 W LEHI, UT 84043",(801) 664-5215
40.4283868,-111.8316831,28405,BRIGHT BEGINNINGS CHILD CARE,CENTER,REGULATED,9/17/09,120,"1135 EAST 3200 NORTH LEHI, UT 84043",(801) 664-8101
40.7589501,-111.8282596,4273,BRIGHT HORIZONS @ U OF U RESEARCH PARK,CENTER,REGULATED,10/25/93,78,"419 WAKARA WAY, SUITE 100 SALT LAKE CITY, UT 84108",(801) 582-0219
40.6189922,-111.9148176,54615,BRIGHT HORIZONS AT OVERSTOCK.COM,CENTER,REGULATED,1/27/17,74,"779 WEST COLESIUM WAY MIDVALE, UT 84047",(385) 900-7425
41.2460129,-112.007023,36074,BRIGHT HORIZONS AT THE IRS OGDEN,CENTER,REGULATED,1/24/14,86,"1160 WEST 12TH STREET OGDEN, UT 84404",(801) 620-7547
40.7234613,-111.9301716,61155,BRIGHT MINDS DAYCARE,CENTER,REGULATED,3/7/18,150,"1325 W 2200 S #A WEST VALLEY CITY, UT 84119",(801) 903-9736
40.3017123,-109.9782965,16402,BRIGHT START CHILDCARE,CENTER,REGULATED,4/18/05,35,"870 EAST 200 NORTH (112-11) ROOSEVELT, UT 84066",(435) 725-8439
40.7084823,-112.0251541,37016,BRIGHT START LEARNING CENTER,CENTER,REGULATED,1/28/14,91,"2836 SOUTH 5600 WEST WEST VALLEY, UT 84120",(801) 966-5252
37.718743,-113.0522978,27738,BRIGHT STARZ LEARNING CENTER,CENTER,REGULATED,12/21/07,53,"2279 NORTH WEDGEWOOD LANE CEDAR CITY, UT 84720",(435) 867-6137
40.3768954,-111.7957645,27937,"BRINKERHOFF, TERRI DBA BEEHIVE PRESCHOOL DAYCARE",LICENSED FAMILY,REGULATED,10/5/10,11,"AMERICAN FORK, UT 84003",(801) 636-7525
40.2120325,-111.6302998,9133,"BRONK, KIM DBA BRONK'S ZOO",LICENSED FAMILY,REGULATED,4/26/00,16,"PROVO, UT 84606",(801) 373-3298
41.7063204,-111.817165,28734,"BROWER, MICHELLE DBA CREEKSIDE CHILDCARE",LICENSED FAMILY,REGULATED,9/1/10,16,"PROVIDENCE, UT 84332",(435) 512-6426
41.139666,-112.0504983,57888,"BROWN, AMANDA DBA BROWN BEAR DAYCARE",LICENSED FAMILY,REGULATED,10/31/17,16,"CLINTON, UT 84015",(801) 232-3127
41.139666,-112.0504983,2727,"BROWN, DEBORAH ANN",RESIDENTIAL CERTIFICATE,REGULATED,11/16/83,8,"CLINTON, UT 84015",(801) 663-4567
39.0935829,-111.1332247,43654,"BROWN, ELIDA DBA ALL ABOUT THE LITTLES CHILD CARE",LICENSED FAMILY,REGULATED,11/5/15,12,"FERRON, UT 84523",(435) 749-9515
40.7345053,-111.8628205,36194,"BROWN, HEATHER DBA HEATHER BROWN'S DAYCARE",LICENSED FAMILY,REGULATED,10/21/13,16,"SALT LAKE CITY, UT 84105",(801) 618-5095
41.7975609,-111.8151245,40514,"BROWN, JOLEEN S.",LICENSED FAMILY,REGULATED,1/30/15,8,"HYDE PARK, UT 84318",(435) 770-0246
40.6988631,-112.0416754,61876,"BROWN, KELLY","ALTERNATIVE CARE, BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,3/26/18,,"WEST VALLEY CITY, UT 84128",(801) 641-1877
40.6599468,-111.9963275,46457,"BROWN, MARYCHASE DBA MARY'S DAY CARE",LICENSED FAMILY,REGULATED,2/2/16,12,"KEARNS, UT 84118",(801) 657-2090
40.5623204,-111.9386203,6609,"BROWN, MINDY DBA MINDY BROWN'S CHILDCARE",RESIDENTIAL CERTIFICATE,REGULATED,4/5/99,8,"SOUTH JORDAN, UT 84095",(801) 403-5959
39.5513035,-110.4007235,50234,BRUIN POINT ELEMENTARY - RISING RAPTORS,"DWS APPROVED, EXEMPT SCHOOL AGE PROGRAM",REGULATED,9/13/16,,"100 VIKING BLVD SUNNYSIDE, UT 84539",(435) 485-0445
40.1302338,-111.5785281,61454,"BRUNSON, TERESA DBA TENDER BEAR DAYCARE",LICENSED FAMILY,REGULATED,7/11/18,8,"MAPLETON, UT 84664",(801) 864-6920
37.6774769,-113.0618931,1458,"BRUSH, DESIREE DBA A CHILD'S PLACE",LICENSED FAMILY,REGULATED,6/28/96,16,"CEDAR CITY, UT 84721",(435) 590-8627
40.7684708,-111.8691203,28799,BRYANT MIDDLE SCHOOL AFTER SCHOOL PROGRAM (NBS),"REGISTERED TEEN PROGRAM, NO BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,6/21/10,,"40 S 800 E SALT LAKE CITY, UT 84102",(801) 578-8118
40.8958263,-111.892607,15691,BRYDEN ACADEMY LEARNING AND DAYCARE,CENTER,REGULATED,9/15/04,95,"595 NORTH 500 WEST WEST BOUNTIFUL, UT 84087",(801) 397-0937
